"","constant_strt","b","b_se","E_a_strt","E_d_strt","T_pk_strt","B0_end","B0_se","Ea_end","Ea_se","Ed_end","Ed_se","Tpk_end","Tpk_se","AIC","BIC","R2","AIC.m","BIC.m","R2.m"
"1",22.9707491150164,0.909628048007248,0.257108855537849,1.2003758006924,2.19773087565857,296.446510501998,0.0741753408283351,0.0179110888534632,0.614021250551212,0.0398391853021693,27.8926137774993,977028.806606372,316.65,41200.130287363,-285.017588900439,-268.814706705684,0.696113769361291,-226.479657984264,-210.276775789509,0.463606357827328
