"","Genus","species","Model","site","constant_strt","E_a_strt","E_d_strt","T_pk_strt","B0_end","B0_se","Ea_end","Ea_se","Ed_end","Ed_se","Tpk_end","Tpk_se","AIC","BIC","R2","AIC.m","BIC.m","R2.m","b","b_se"
"1","Chironomus",NA,"No Mass","Toledo",15.9506796368644,1.86524201606385,2.45411338769398,304.013098694429,0.00696441438295352,0.00458249525801109,1.51965172123042,2.19279775996008,1.51972575819422,2.40004791267199,350.400622324434,25902.570183319,-113.155621538449,-99.7449654028275,0.144900918783812,-109.644700337857,-96.2340442022364,0.116342186183593,"NA","NA"
"2","Chironomus",NA,"No Mass","Evora",40.3862533322328,1.4868775758293,2.20000720598361,333.238022706554,0.0119333328218693,0.00135943157935664,0.617346179198193,0.0426440927594557,29.4279068282339,2056997.4275058,316.630671575475,84733.6936466785,-499.190635405199,-483.691303266079,0.627880828853328,-390.446261783329,-374.946929644208,0.273944953877999,"NA","NA"
"3","Chironomus",NA,"No Mass","Porto",28.0906548247513,0.946148298106081,2.23425997613816,317.586863457065,0.0180116260237645,0.00394971537644074,0.697487306619983,0.479761948387594,0.715899906534105,0.360580859184066,353.15,623.324003215034,-198.90747229109,-185.405070462127,0.323011388939011,-193.915724712299,-180.413322883337,0.28941096428303,"NA","NA"
"4","Chironomus",NA,"No Mass","Penalara",19.8292818547954,1.36699580684632,2.35916949730554,298.9404387729,0.00369054803143077,0.000917272886612907,0.922114237149336,0.0873432454977739,7.32033063183533,5.81814781127762,313.693093669151,2.58317944698534,-254.198197179946,-241.222597929273,0.643214700448229,-210.357158052903,-197.38155880223,0.409993524442085,"NA","NA"
"5","Cloeon","dipterum","No Mass","Murcia",42.4063033734401,1.97635584000332,0.229615958519505,330.150001235577,0.0182203553876223,0.00699512633537238,0.91718036788905,0.246470401761036,1.4823730278333,1.29745930104857,315.984253227809,10.0686954874729,-12.2498763684272,-2.49365777552004,0.630271922646372,-1.65140657290923,8.10481201999789,0.509354430825003,"NA","NA"
"6","Cloeon","dipterum","No Mass","Toledo",55.3166283283747,0.0417282205038794,0.264131256980167,318.323848515319,0.00386162631497339,0.00140317169473366,1.72491213121649,0.262811266058304,1.72502795026265,0.284514564898347,353.15,18173.6006608967,35.7433462039313,48.0150826851988,0.672520099914381,36.2629671572365,48.5347036385041,0.670534159064126,"NA","NA"
"7","Cloeon","dipterum","No Mass","Evora",41.5873986812193,0.3048476687162,0.417107536335046,317.07603781485,0.0484073520773341,0.0117530429079405,0.913352706300788,0.370238850076623,0.920003979869657,0.250637491723241,353.15,951.454873150601,91.3617272722602,104.818466683406,0.479524702941542,91.7320685069247,105.18880791807,0.477694857985123,"NA","NA"
"8","Cloeon","dipterum","No Mass","Porto",24.7228489987001,1.05910355473069,1.08137081753755,278.854017325055,0.03626405099428,0.00558033711767513,0.848098670913397,0.0845443026687864,1.8873982113959,0.429931292115182,310.744665899327,0.969189294491546,-20.8799723323859,-7.75510826596458,0.637349766658968,-12.171680383755,0.953183682666323,0.604209099303836,"NA","NA"
"9","Sympetrum","striolatum","No Mass","Toledo",52.7746133968201,0.90503605850754,0.334247819963283,335.992398615751,0.00422554356091599,0.00220523856574031,1.6497557798278,0.703129134076834,1.6498208843522,1.08216364058199,353.15,45415.5922807963,-33.6539591098081,-22.0665185421265,0.264473409651266,-33.5849987576938,-21.9975581900122,0.263793690689513,"NA","NA"
"10","Sympetrum","striolatum","No Mass","Evora",18.4813893694702,1.17040268717061,1.35328571711082,326.428367725796,0.14217489101964,0.0266376788981854,0.752602860115503,0.0855308622786411,2.93942858648792,0.443522452906884,307.48434951132,1.12901890982695,289.209880774345,302.757531780906,0.426168345201528,299.940382922664,313.488033929226,0.357484105824238,"NA","NA"
"11","Sympetrum","striolatum","No Mass","Porto",40.4417156734448,0.588366495233004,0.784926342999838,314.742898879634,0.0346446262992431,0.00771926273698357,0.873031204571535,0.0932122015126595,3.51219021290544,1.00615136073047,310.474230657982,1.33438975391057,130.369515841469,143.085989752819,0.422770225979832,151.090696030304,163.807169941654,0.278851799147658,"NA","NA"
"12","Sympetrum","striolatum","No Mass","Jaca",29.8968131056125,0.815751261262701,1.6315025225254,303.15,0.00683665923346106,0.00364554849355249,1.56569230928503,0.466893707833978,1.91832612223419,0.322229489148542,302.434597343483,2.62084726298631,11.8480931069516,24.9236956911578,0.0144126660849819,11.8480931069516,24.9236956911578,0.0144126660849819,"NA","NA"
"13","Chironomus",NA,"0.75 Mass Corrected","Toledo",3.72772169037426,0.293808236353722,2.45411338769398,277.733520915955,0.0509130537831337,0.0094207100108636,0.556527350402625,0.0679622218713077,31.6556425665957,10721357.4103264,316.663940848877,406855.751451609,-42.5528417519085,-29.1421856162873,0.515977971229955,11.284498888233,24.695155023854,0.199549211033838,"NA","NA"
"14","Chironomus",NA,"0.75 Mass Corrected","Evora",18.4800011567533,1.40252620797543,2.20000720598361,285.115003249996,0.0315276623980567,0.00316406452640363,0.596336363081656,0.0375678931745068,25.927221185048,218868.551677592,316.433501483858,11536.5413545929,-280.941769265187,-265.442437126066,0.675711480740969,-222.72264589373,-207.223313754609,0.503445410071521,"NA","NA"
"15","Chironomus",NA,"0.75 Mass Corrected","Porto",17.7034492038561,0.546497905704856,2.23425997613816,320.936841597243,0.0307658568865249,0.00596629008653967,0.837108385353889,0.371364815600322,0.844725157081077,0.16992376292173,353.15,751.447350090339,-45.0705425051628,-31.5681406762007,0.37751700824015,-39.4522908626217,-25.9498890336596,0.342674909232064,"NA","NA"
"16","Chironomus",NA,"0.75 Mass Corrected","Penalara",61.2806496249814,1.42358954399131,2.35916949730554,288.282964682936,0.00765427776432252,0.00187046636313977,0.906743270706508,0.0852986939741744,33.0763136428706,17146554.9566694,316.70114480125,608383.882693705,-158.903090770223,-145.92749151955,0.750066998578445,-76.8668944769902,-63.8912952263172,0.373951175342448,"NA","NA"
"17","Cloeon","dipterum","0.75 Mass Corrected","Murcia",33.1012439030818,0.889032724805055,1.77806544961011,308.15,0.0276924209657601,0.012158331930272,1.05438394275119,0.491684225758561,1.05948305933465,0.62343890546997,353.15,2050.89196088488,65.0497148791349,74.805933472042,0.540308579556704,65.0497497211216,74.8059683140287,0.540308271545714,"NA","NA"
"18","Cloeon","dipterum","0.75 Mass Corrected","Toledo",71.1305024395121,3.40800307317567,0.264131256980167,322.740039018104,0.00498768145123232,0.000833819003797896,1.80232072273768,0.19583827337402,1.80237566004588,0.511164626249102,353.15,47719.6034438074,24.0999533232389,36.3716898045064,0.766049723113908,24.1852632716744,36.456999752942,0.765817508196491,"NA","NA"
